sim_step,reward,lane0_queue,lane1_queue,lane2_queue,lane3_queue,lane4_queue,lane5_queue,lane6_queue,lane7_queue,total_queue
2680,-121,1,1,2,2,0,0,4,1,11
2685,-121,1,1,2,0,0,1,6,0,11
2690,-121,1,1,2,0,0,1,6,0,11
2695,-121,1,1,2,0,0,1,6,0,11
2700,-144,1,1,3,0,0,1,6,0,12
2705,-49,1,1,1,0,0,1,2,1,7
2710,-25,1,1,0,0,0,1,1,1,5
2715,-81,3,1,0,1,0,2,0,2,9
2720,-100,3,2,0,1,0,2,0,2,10
2725,-100,3,2,0,1,0,2,0,2,10
2730,-169,3,2,0,1,0,2,1,4,13
2735,-144,3,0,0,2,0,2,1,4,12
2740,-144,3,0,0,2,0,2,1,4,12
2745,-196,4,0,0,2,1,2,1,4,14
2750,-225,4,1,0,2,0,2,2,4,15
2755,-256,4,0,0,2,0,3,2,5,16
2760,-256,4,0,0,2,0,3,2,5,16
2765,-169,2,0,0,2,0,1,2,6,13
2770,-100,0,0,0,2,0,0,2,6,10
2775,-121,0,0,0,3,0,0,2,6,11
2780,-144,0,0,0,3,1,0,2,6,12
2785,-169,0,0,0,3,1,0,3,6,13
2790,-144,0,0,0,2,1,0,4,5,12
2795,-169,0,0,2,0,1,0,5,5,13
2800,-144,0,0,2,0,1,0,5,4,12
2805,-100,0,0,2,0,1,0,5,2,10
2810,-81,0,0,2,1,1,0,5,0,9
2815,-81,0,0,2,0,1,0,5,1,9
2820,-64,0,0,2,0,1,0,5,0,8
2825,-25,0,0,0,0,1,0,4,0,5
2830,-4,0,0,0,0,1,0,1,0,2
2835,-4,0,0,0,0,1,0,1,0,2
2840,-1,0,0,0,0,1,0,0,0,1
2845,-4,0,0,0,0,1,0,0,1,2
2850,-1,0,0,0,0,0,0,0,1,1
2855,-4,0,0,0,0,0,0,0,2,2
2860,-9,0,0,1,0,0,0,0,2,3
2865,-25,0,0,1,1,0,0,0,3,5
2870,-25,0,0,1,1,0,0,0,3,5
