sim_step,reward,total_queue,total_waiting_time,total_co2_emissions
1700,-6724,82,250,2106.0
1705,-7569,87,270,2242.3999999999996
1710,-6561,81,260,2113.3
1715,-4489,67,307,2385.9
1720,-7744,88,451,3436.0999999999995
1725,-9216,96,484,3901.6
1730,-12769,113,529,4440.899999999999
1735,-16900,130,474,3762.800000000001
1740,-14884,122,578,4866.399999999999
1745,-16129,127,559,4638.6
1750,-9801,99,488,4007.3
1755,-7056,84,419,3334.0
1760,-11025,105,307,2613.8
1765,-14400,120,477,3846.2000000000003
1770,-16641,129,606,4928.7
1775,-20736,144,627,5143.500000000001
1780,-21609,147,620,5191.200000000001
1785,-17689,133,635,5201.200000000001
1790,-15129,123,507,4208.700000000001
1795,-16129,127,749,5810.300000000001
1800,-13924,118,504,3990.0
1805,-11664,108,408,3220.8
1810,-11449,107,389,3227.9999999999995
1815,-17424,132,520,4339.0
1820,-16129,127,617,5144.699999999999
1825,-17956,134,541,4492.0
1830,-13225,115,471,3768.9
1835,-7396,86,376,2937.3
1840,-7056,84,325,2613.8999999999996
1845,-9801,99,395,3170.4
1850,-8836,94,314,2490.9
1855,-8281,91,513,4070.800000000001
1860,-8100,90,283,2311.5999999999995
1865,-11664,108,502,3812.6000000000004
1870,-14884,122,501,4249.5
1875,-10816,104,422,3425.6
1880,-8100,90,375,3135.9999999999995
1885,-5329,73,214,1696.8999999999996
1890,-7225,85,283,2258.7
1895,-3969,63,188,1618.3000000000004
1900,-7225,85,214,1795.1
1905,-6561,81,240,2009.9
1910,-9025,95,275,2303.2999999999997
1915,-5329,73,262,1982.3000000000004
1920,-5776,76,267,2116.9
1925,-8100,90,233,1982.7000000000003
1930,-5776,76,286,2368.3
1935,-9025,95,325,2511.2
1940,-4624,68,253,2037.6
1945,-5625,75,305,2415.0
1950,-5929,77,365,2964.1999999999994
1955,-7056,84,360,2898.1000000000004
1960,-8100,90,348,2923.7000000000003
1965,-5776,76,338,2677.4000000000005
1970,-7225,85,298,2363.4
1975,-8281,91,426,3508.7000000000003
1980,-5476,74,222,1907.0
1985,-3481,59,152,1252.1000000000001
1990,-2916,54,126,967.6999999999999
1995,-2500,50,147,1217.5000000000002
2000,-2704,52,117,1022.9999999999999
2005,-3600,60,111,915.8
2010,-3721,61,256,1954.1999999999996
2015,-3025,55,166,1264.1
2020,-3249,57,166,1333.0
2025,-4225,65,197,1713.4
2030,-3364,58,142,1167.3
2035,-3969,63,160,1409.7
2040,-6889,83,223,1836.6999999999998
2045,-4761,69,245,2006.3000000000002
2050,-5329,73,198,1748.9
2055,-8100,90,300,2628.8999999999996
2060,-3721,61,288,2455.500000000001
2065,-10201,101,389,3221.1000000000004
2070,-5776,76,331,2763.3
2075,-11236,106,488,3976.5000000000005
2080,-8836,94,400,3238.3999999999996
2085,-9025,95,305,2428.9
2090,-5929,77,261,2029.6000000000001
2095,-5329,73,218,1706.2999999999997
2100,-5929,77,308,2355.8
2105,-4096,64,164,1335.4
2110,-3721,61,220,1740.9000000000003
2115,-1681,41,127,1069.3000000000002
2120,-3136,56,123,1061.5
2125,-5476,74,265,2029.1999999999998
2130,-10201,101,336,2556.1
2135,-10000,100,362,2938.6
2140,-9604,98,362,2817.2000000000003
2145,-15376,124,403,3321.2000000000003
2150,-12769,113,473,3758.8
2155,-17424,132,505,4225.4
2160,-16129,127,450,3628.4999999999995
2165,-10816,104,439,3528.1999999999994
2170,-9801,99,435,3604.8
2175,-10609,103,346,2942.5
2180,-7396,86,329,2537.2
2185,-4900,70,271,2086.5
2190,-5329,73,203,1711.8
2195,-4225,65,186,1516.0
2200,-2601,51,141,1117.6
2205,-1369,37,104,867.5999999999999
2210,-2304,48,108,879.1
2215,-5929,77,252,1846.4
2220,-4225,65,209,1617.5
2225,-6084,78,223,1864.0000000000005
2230,-10000,100,489,4125.7
2235,-8836,94,365,3128.7999999999997
2240,-6400,80,320,2667.6
2245,-7225,85,293,2436.1000000000004
2250,-9025,95,405,3049.8
2255,-10816,104,516,3861.7999999999993
2260,-13689,117,362,2895.6
2265,-13689,117,386,3081.9999999999995
2270,-19600,140,652,5056.6
2275,-21316,146,634,5095.199999999999
2280,-15625,125,598,4735.7
2285,-9801,99,441,3488.9999999999995
2290,-6241,79,316,2516.0999999999995
2295,-7225,85,320,2655.2000000000003
2300,-7056,84,263,2216.2000000000003
2305,-11236,106,377,3090.7000000000003
2310,-13924,118,430,3349.1999999999994
2315,-17424,132,444,3624.5999999999995
2320,-17161,131,635,5193.200000000001
2325,-10816,104,525,4299.2
2330,-8649,93,411,3081.3
2335,-4096,64,309,2502.7
2340,-3136,56,145,1191.0
2345,-3600,60,268,2049.6000000000004
2350,-4489,67,194,1594.7000000000003
2355,-5329,73,195,1579.6999999999998
2360,-4225,65,267,1970.2000000000005
2365,-2025,45,112,926.8
2370,-5476,74,277,2119.6
2375,-8100,90,281,2360.0
2380,-13689,117,601,5065.300000000001
2385,-17424,132,807,6704.1
2390,-12321,111,1099,8965.800000000001
2395,-14884,122,536,4308.599999999999
2400,-12769,113,782,6317.099999999998
2405,-16384,128,552,4502.200000000001
2410,-13924,118,611,5038.100000000001
2415,-17161,131,517,4108.599999999999
2420,-14641,121,570,4284.3
2425,-16900,130,505,3867.1
2430,-15129,123,508,4013.9
2435,-8464,92,426,3402.799999999999
2440,-8100,90,327,2691.8
2445,-5625,75,244,1957.8999999999999
2450,-6561,81,245,2024.9
2455,-4624,68,172,1403.1999999999998
2460,-3249,57,184,1417.3
2465,-2601,51,127,1037.0999999999997
2470,-3025,55,235,1802.3000000000004
2475,-4761,69,171,1412.6
2480,-3721,61,165,1444.3999999999999
2485,-4489,67,220,1927.3000000000004
2490,-4900,70,218,1762.7
2495,-4761,69,191,1650.6000000000001
2500,-4761,69,183,1550.0
2505,-5184,72,281,2179.5
2510,-12996,114,571,4536.5
2515,-10201,101,437,3362.6999999999994
2520,-9604,98,456,3741.6
2525,-7056,84,379,3049.8
2530,-11236,106,528,4357.399999999999
2535,-10404,102,425,3524.1999999999994
2540,-8836,94,315,2643.8000000000006
2545,-7225,85,319,2518.5999999999995
2550,-6889,83,328,2604.6000000000004
2555,-8836,94,342,2940.0
2560,-10404,102,337,2654.9000000000005
2565,-12100,110,407,3373.4999999999995
2570,-14400,120,434,3389.3999999999996
2575,-14641,121,647,4841.4
2580,-7744,88,523,4102.700000000001
2585,-9025,95,319,2636.8
2590,-12996,114,544,4296.6
2595,-9409,97,481,3669.2
2600,-8836,94,347,2756.7000000000003
2605,-9025,95,353,2804.7999999999997
2610,-10000,100,342,2799.7999999999997
2615,-8281,91,374,3038.0999999999995
2620,-8649,93,378,2887.9000000000005
2625,-8100,90,298,2379.2999999999997
2630,-8836,94,305,2443.9
2635,-5776,76,356,2794.7
2640,-4900,70,221,1838.5
2645,-5184,72,256,2197.8999999999996
2650,-6084,78,252,2069.4
2655,-2304,48,132,1082.1000000000001
2660,-1024,32,77,673.9
2665,-625,25,50,437.9
2670,-4096,64,177,1459.4
2675,-900,30,80,735.0
2680,-1089,33,49,443.79999999999995
2685,-676,26,90,670.6999999999999
2690,-2025,45,146,1119.1
2695,-1600,40,65,568.1
2700,-2116,46,98,834.6999999999999
2705,-4489,67,187,1577.9
2710,-6561,81,234,1990.6
2715,-5184,72,227,1977.1000000000001
2720,-4900,70,159,1249.1999999999998
2725,-7225,85,317,2557.9
2730,-7056,84,280,2288.3000000000006
2735,-8649,93,327,2787.7000000000003
2740,-12321,111,423,3391.399999999999
2745,-12100,110,398,3354.0000000000005
2750,-17161,131,559,4725.499999999999
2755,-19881,141,781,6486.1
2760,-24025,155,690,5686.400000000001
2765,-21025,145,717,5873.8
2770,-25600,160,917,7249.5
2775,-28561,169,752,5940.7
2780,-21904,148,718,5839.599999999999
2785,-23409,153,729,5949.199999999999
2790,-17689,133,664,5288.200000000001
2795,-19321,139,579,4510.3
2800,-22500,150,642,5001.0
2805,-28224,168,754,5992.000000000001
2810,-27556,166,883,6917.499999999999
2815,-22500,150,945,7058.600000000001
2820,-21316,146,670,5395.499999999998
2825,-15129,123,645,5434.000000000001
2830,-10609,103,462,3793.100000000001
2835,-7921,89,332,2721.7999999999993
2840,-15625,125,591,4801.8
2845,-14400,120,505,4055.5000000000005
2850,-12321,111,449,3681.8999999999996
2855,-13924,118,460,3689.900000000001
2860,-11881,109,522,4199.099999999999
2865,-9604,98,402,3340.7
2870,-6561,81,249,2051.8999999999996
2875,-7744,88,248,2011.3000000000002
2880,-14884,122,484,4044.1
2885,-13456,116,560,4617.9
2890,-11025,105,411,3321.2999999999997
2895,-6241,79,349,2905.3
2900,-3969,63,183,1504.7999999999997
2905,-5476,74,198,1577.0
2910,-3136,56,148,1251.9
2915,-6724,82,264,2202.0000000000005
2920,-9604,98,308,2477.3000000000006
2925,-11449,107,306,2534.1000000000004
2930,-11881,109,381,3184.8
2935,-7744,88,330,2669.1
2940,-9801,99,286,2353.2
2945,-11664,108,393,3328.7999999999997
2950,-9216,96,329,2594.1000000000004
2955,-9025,95,286,2330.5
2960,-5929,77,302,2387.2999999999997
2965,-5776,76,235,2075.3999999999996
2970,-2704,52,145,1177.1999999999998
2975,-2209,47,129,1064.7
2980,-2809,53,162,1343.8000000000002
2985,-4489,67,162,1386.3000000000002
2990,-2401,49,115,966.0
2995,-1444,38,114,889.5000000000002
3000,-4624,68,121,1044.7
3005,-3364,58,166,1345.8999999999999
3010,-3025,55,202,1631.9
3015,-3481,59,134,1081.1000000000001
3020,-4489,67,178,1496.9000000000003
3025,-4356,66,206,1779.3000000000002
3030,-2809,53,204,1727.4
3035,-3025,55,124,1002.9000000000001
3040,-3721,61,130,1101.1000000000001
3045,-3364,58,183,1369.4999999999998
3050,-2116,46,117,983.5
3055,-3249,57,152,1272.8000000000002
3060,-1849,43,119,994.5000000000001
3065,-5625,75,142,1176.5
3070,-6889,83,315,2672.9
3075,-4624,68,226,1807.1
3080,-8100,90,390,2957.3999999999996
3085,-2601,51,178,1525.7
3090,-3844,62,181,1567.6999999999998
3095,-5929,77,234,1910.3
3100,-4356,66,181,1428.8999999999999
3105,-2209,47,148,1236.8000000000002
3110,-1600,40,71,622.3999999999999
3115,-256,16,23,199.10000000000002
3120,-1225,35,61,519.9
3125,-2500,50,140,1175.3000000000002
3130,-2809,53,131,1163.8000000000002
3135,-4900,70,235,1992.7
3140,-5041,71,250,1972.5
3145,-4489,67,215,1714.3
3150,-6084,78,266,2201.2999999999997
3155,-11025,105,454,3581.6000000000004
3160,-12321,111,383,3104.7
3165,-6889,83,318,2632.2999999999997
3170,-10816,104,334,2611.7000000000003
3175,-8281,91,454,3593.099999999999
3180,-7569,87,356,2950.0
3185,-12769,113,403,3314.2000000000007
3190,-11236,106,395,3235.4
3195,-8649,93,367,3086.6000000000004
3200,-13689,117,473,3851.500000000001
3205,-13924,118,535,4164.299999999999
3210,-15129,123,400,3224.4
3215,-19321,139,498,3972.8999999999996
3220,-20164,142,717,5769.299999999999
3225,-15376,124,637,5113.800000000001
3230,-11449,107,479,3876.6000000000004
3235,-11664,108,375,2945.5999999999995
3240,-14161,119,402,3267.4
3245,-14161,119,529,4372.899999999999
3250,-11881,109,450,3782.3
3255,-12769,113,434,3746.1
3260,-14161,119,473,3877.5999999999995
3265,-13689,117,599,4871.3
3270,-13689,117,442,3632.1
3275,-14161,119,507,4240.4000000000015
3280,-13689,117,566,4650.7
3285,-14884,122,501,3912.0999999999995
3290,-13924,118,656,5381.399999999999
3295,-15876,126,909,7327.7
3300,-34969,187,1402,11013.999999999998
3305,-40000,200,1464,11707.099999999995
3310,-41616,204,1285,10228.400000000001
3315,-39204,198,1490,12282.9
3320,-37249,193,1537,12671.200000000003
3325,-26569,163,1454,11801.300000000001
3330,-30276,174,1274,10403.600000000002
3335,-30276,174,1204,9833.999999999998
3340,-23716,154,1065,8454.300000000003
3345,-18225,135,866,6879.9
3350,-12996,114,580,4804.9
3355,-21904,148,996,8026.8
3360,-50625,225,1964,15553.599999999999
3365,-53824,232,2401,18808.200000000004
3370,-60516,246,2925,23035.399999999994
3375,-66049,257,3450,27177.40000000001
3380,-60516,246,3574,28348.299999999996
3385,-53824,232,3192,25547.5
3390,-45796,214,2336,18286.700000000004
3395,-48841,221,2194,17323.300000000003
3400,-44944,212,1728,13629.3
3405,-38809,197,1751,14032.599999999999
3410,-30276,174,1455,11831.899999999996
3415,-27889,167,1058,8527.1
3420,-29241,171,929,7336.2
3425,-21316,146,959,7707.400000000001
3430,-16641,129,891,7142.5999999999985
3435,-14400,120,531,4332.599999999999
3440,-11025,105,415,3328.6000000000004
3445,-9216,96,376,3188.0999999999995
3450,-6724,82,302,2246.8
3455,-5625,75,193,1626.0
3460,-4225,65,177,1427.5
3465,-3721,61,170,1326.8999999999999
3470,-2500,50,159,1314.9
3475,-2209,47,101,873.4000000000001
3480,-5184,72,161,1411.1999999999998
3485,-2116,46,101,831.3
3490,-3025,55,163,1334.9
3495,-1024,32,60,533.7
3500,-1936,44,73,648.6
3505,-4900,70,266,2210.6000000000004
3510,-4489,67,189,1601.2999999999997
3515,-1936,44,114,966.8000000000002
3520,-2704,52,180,1556.0000000000002
3525,-2025,45,119,985.0999999999999
3530,-3136,56,132,1095.0000000000002
3535,-5184,72,166,1410.4
3540,-3025,55,145,1187.0
3545,-6561,81,221,1876.9999999999995
3550,-16129,127,606,4856.499999999998
3555,-11236,106,420,3448.3000000000006
3560,-9409,97,313,2475.7000000000003
3565,-10000,100,394,3221.2000000000007
3570,-6889,83,426,3626.7999999999997
3575,-7225,85,244,2079.3999999999996
3580,-5625,75,281,2169.6
3585,-10000,100,273,2344.4
3590,-5476,74,341,2727.1999999999994
3595,-5776,76,219,1853.8
3600,-10404,102,427,3327.7000000000007
3605,-10201,101,364,2909.7
3610,-11236,106,352,2752.2000000000003
3615,-9216,96,380,2980.2
3620,-7569,87,319,2654.8999999999996
3625,-7225,85,334,2681.8
3630,-9409,97,411,3274.9000000000005
3635,-14641,121,596,4775.800000000001
3640,-18225,135,623,5225.900000000001
3645,-17424,132,550,4394.500000000001
3650,-17161,131,596,4801.800000000001
3655,-17956,134,888,6835.7
3660,-13924,118,707,5613.299999999999
3665,-17424,132,815,6189.299999999999
3670,-20449,143,794,6300.200000000001
3675,-23409,153,804,6378.499999999998
3680,-23716,154,772,6033.100000000001
3685,-21609,147,890,6920.5
3690,-19600,140,670,5277.699999999999
