sim_step,reward,total_queue,total_waiting_time,total_co2_emissions
1710,-11881,109,519,4164.300000000001
1715,-9409,97,653,5200.7
1720,-15376,124,784,6507.900000000002
1725,-19044,138,803,6583.800000000003
1730,-22801,151,920,6875.999999999998
1735,-26569,163,1050,7690.500000000002
1740,-26569,163,1042,8073.400000000002
1745,-31329,177,1289,10124.200000000003
1750,-22500,150,1223,9736.099999999999
1755,-25281,159,904,7318.299999999999
1760,-23716,154,677,5414.500000000001
1765,-24025,155,1095,8833.2
1770,-23409,153,792,6162.700000000001
1775,-21609,147,1095,8291.800000000001
1780,-26244,162,1509,11149.499999999998
1785,-30276,174,1944,14114.000000000005
1790,-27556,166,2350,16827.300000000003
1795,-19600,140,1275,9391.199999999999
1800,-25600,160,1152,8908.0
1805,-25281,159,928,7049.5
1810,-27225,165,826,6453.900000000001
1815,-29929,173,838,6416.299999999999
1820,-29929,173,1018,7953.799999999997
1825,-27556,166,1398,11024.7
1830,-31329,177,1430,10874.600000000002
1835,-30276,174,1806,13760.499999999996
1840,-29929,173,1931,14440.200000000006
1845,-30976,176,1315,9916.300000000001
1850,-29241,171,1572,11404.699999999995
1855,-35721,189,1340,9899.700000000003
1860,-32041,179,1279,9708.2
1865,-34596,186,1107,8553.699999999999
1870,-29241,171,1225,9535.999999999996
1875,-21609,147,1112,8624.2
1880,-31329,177,1362,10839.5
1885,-31684,178,1472,11733.000000000004
1890,-36864,192,1361,11096.600000000004
1895,-38416,196,1205,9203.0
1900,-34225,185,1160,8905.9
1905,-30976,176,1173,8972.6
1910,-29584,172,1052,8031.699999999998
1915,-30625,175,1090,8022.700000000001
1920,-50625,225,1687,12485.899999999998
1925,-53361,231,2020,14863.700000000004
1930,-48400,220,1761,13657.300000000005
1935,-51529,227,1781,13657.900000000009
1940,-55696,236,1993,14948.000000000005
1945,-57121,239,2108,15694.299999999996
1950,-56644,238,2259,16990.0
1955,-56169,237,2058,15656.100000000006
1960,-67600,260,1725,13285.600000000002
1965,-71289,267,2178,16275.299999999996
1970,-56169,237,2379,17608.4
1975,-59049,243,2665,20331.90000000001
1980,-47961,219,2481,19954.699999999997
1985,-49729,223,2565,20325.09999999999
1990,-42025,205,2994,23820.800000000003
1995,-56169,237,2890,22464.5
2000,-41616,204,3225,25087.40000000001
2005,-40000,200,2695,20163.500000000004
2010,-26569,163,2088,15463.999999999998
2015,-27556,166,1256,9403.099999999999
2020,-25281,159,873,6662.300000000001
2025,-23409,153,928,7300.899999999999
2030,-17956,134,735,5738.400000000001
2035,-15876,126,554,4350.0
2040,-21025,145,834,6612.4
2045,-23104,152,902,7143.3
2050,-24649,157,762,6287.1
2055,-20449,143,753,6236.499999999999
2060,-20736,144,703,5277.100000000001
2065,-19600,140,675,5131.999999999999
2070,-23716,154,870,6627.3
2075,-26569,163,797,6226.700000000001
2080,-31684,178,1280,9607.3
2085,-23716,154,1012,7377.500000000002
2090,-21025,145,818,6212.4
2095,-21025,145,817,6309.6
2100,-33856,184,1315,9725.999999999998
2105,-28900,170,1478,10799.800000000001
2110,-27889,167,1353,9856.9
2115,-33856,184,1475,11025.700000000003
2120,-35721,189,1126,8999.900000000001
2125,-29584,172,921,7220.6
2130,-29241,171,1053,7504.3
2135,-30625,175,1071,8103.700000000002
2140,-30276,174,1616,12156.599999999991
2145,-30276,174,1596,11862.7
2150,-30625,175,836,6808.999999999999
2155,-27556,166,880,7202.500000000002
2160,-33489,183,1246,9972.500000000002
2165,-37636,194,1064,8611.399999999996
2170,-42849,207,1478,12134.300000000003
2175,-49284,222,1436,11326.3
2180,-52441,229,2219,17363.999999999996
2185,-48841,221,2263,17020.5
2190,-46225,215,2182,16197.000000000004
2195,-43264,208,1864,13822.5
2200,-32041,179,1674,12802.1
2205,-37249,193,1184,9251.0
2210,-42436,206,1928,14922.2
2215,-47961,219,1925,15129.9
2220,-37249,193,1891,15043.699999999993
2225,-31329,177,1246,9878.099999999999
2230,-36864,192,1214,9726.899999999996
2235,-34225,185,1167,9536.9
2240,-35721,189,1158,9375.5
2245,-30276,174,1029,7978.099999999999
2250,-25281,159,980,7511.599999999999
2255,-22201,149,696,5444.1
2260,-21904,148,777,5892.700000000002
2265,-17956,134,996,7459.1
2270,-16384,128,624,5099.4
2275,-14161,119,684,5790.0
2280,-10201,101,560,4636.300000000001
2285,-14400,120,562,4503.4000000000015
2290,-12769,113,707,5741.2
2295,-10201,101,593,4720.7
2300,-11025,105,505,4213.8
2305,-14161,119,664,5535.999999999998
2310,-20164,142,951,7593.0999999999985
2315,-16641,129,988,8070.700000000001
2320,-16900,130,855,6818.5
2325,-18769,137,882,6646.599999999999
2330,-27556,166,1376,10229.000000000002
2335,-21904,148,906,6848.200000000003
2340,-29929,173,1043,8120.5999999999985
2345,-27225,165,1113,8232.099999999999
2350,-23104,152,1111,8078.199999999999
2355,-17424,132,1128,8081.300000000001
2360,-16641,129,1214,8432.300000000001
2365,-20736,144,840,6058.099999999999
2370,-21316,146,1006,7556.700000000002
2375,-16129,127,916,6848.2
2380,-22201,149,1426,10541.899999999998
2385,-21609,147,1159,8690.099999999999
2390,-24649,157,1419,10221.500000000004
2395,-23409,153,699,5320.700000000002
2400,-19321,139,910,6713.400000000001
2405,-24336,156,1002,7631.400000000001
2410,-32400,180,1521,11663.7
2415,-30976,176,1374,11101.799999999997
2420,-22500,150,1054,8175.499999999999
2425,-25921,161,994,7643.0999999999985
2430,-22801,151,1183,9077.900000000003
2435,-23716,154,1007,8272.500000000002
2440,-23104,152,844,6896.399999999999
2445,-19321,139,843,6827.0
2450,-16129,127,854,6916.400000000002
2455,-32041,179,1602,12702.000000000002
2460,-34969,187,1721,13313.0
2465,-40804,202,1897,14584.900000000005
2470,-42436,206,1779,13307.5
2475,-34596,186,1651,12278.800000000003
2480,-30976,176,1650,11998.800000000003
2485,-22801,151,1813,12837.0
2490,-19044,138,1295,9483.399999999996
2495,-15625,125,1022,7599.0999999999985
2500,-18496,136,659,5154.800000000002
2505,-15876,126,718,5560.900000000001
2510,-15876,126,689,5128.7
2515,-20736,144,1146,8395.399999999998
2520,-33856,184,1502,11403.700000000003
2525,-23409,153,1099,8189.800000000001
2530,-24649,157,1135,8432.099999999999
2535,-28561,169,1044,7619.4
2540,-24649,157,816,6496.399999999999
2545,-19044,138,854,6392.8
2550,-17689,133,743,5868.299999999998
2555,-20736,144,756,5997.3
2560,-23104,152,825,6768.7
2565,-31329,177,1182,9935.4
2570,-28900,170,899,6961.3
2575,-25600,160,1003,7733.099999999999
2580,-26244,162,927,7270.900000000001
2585,-23104,152,988,7434.700000000001
2590,-21025,145,960,7037.5
2595,-17161,131,617,5012.4
2600,-14161,119,674,5518.4
2605,-13924,118,653,5425.400000000001
2610,-21025,145,1030,8387.6
2615,-29241,171,1008,7831.5
2620,-29241,171,921,7265.299999999997
2625,-32400,180,899,7010.999999999999
2630,-27889,167,908,7374.4
2635,-27556,166,1139,9090.3
2640,-30276,174,1533,12156.899999999998
2645,-31684,178,1336,10453.900000000001
2650,-38025,195,1584,12135.900000000001
2655,-35721,189,1240,9524.099999999999
2660,-32761,181,1194,9025.199999999999
2665,-41616,204,1748,13067.5
2670,-41616,204,1625,12564.5
2675,-38025,195,1799,13473.0
2680,-32761,181,1424,10607.399999999996
2685,-29241,171,1846,13090.800000000003
2690,-26569,163,1338,9377.099999999999
2695,-25281,159,1316,9312.600000000002
2700,-20736,144,838,6256.700000000001
2705,-24964,158,652,5214.199999999999
2710,-21316,146,777,6193.2
2715,-18496,136,924,7280.6
2720,-19600,140,765,6165.900000000002
2725,-16641,129,715,5754.600000000002
2730,-19321,139,995,7992.699999999998
2735,-18769,137,1070,8809.400000000001
2740,-19600,140,1052,8675.9
2745,-12544,112,1072,8772.799999999997
2750,-16641,129,718,5778.999999999999
2755,-16641,129,848,6893.3
2760,-15129,123,877,7002.0999999999985
2765,-14161,119,729,5897.800000000001
2770,-10816,104,546,4483.9000000000015
2775,-9801,99,796,6526.9
2780,-12544,112,497,4160.4
2785,-16900,130,673,5390.899999999998
2790,-19044,138,572,4730.800000000001
2795,-27556,166,830,6552.400000000001
2800,-23716,154,910,7326.900000000002
2805,-21316,146,951,7878.999999999999
2810,-20736,144,1316,10980.800000000003
2815,-24964,158,1829,15206.600000000002
2820,-20164,142,1793,14760.799999999997
2825,-19321,139,1216,10087.299999999997
2830,-29929,173,1218,9885.599999999999
2835,-27556,166,925,7436.399999999999
2840,-21609,147,927,7078.200000000001
2845,-24964,158,819,6473.000000000002
2850,-23104,152,825,6316.900000000001
2855,-21609,147,919,7247.9
2860,-23104,152,1025,7917.000000000002
2865,-28900,170,932,6863.800000000002
2870,-23409,153,851,6475.000000000002
2875,-22201,149,760,5859.3
2880,-21904,148,1026,7705.699999999999
2885,-30976,176,1180,8944.199999999999
2890,-34596,186,1567,11596.600000000002
2895,-37249,193,1770,13062.900000000001
2900,-27225,165,1699,12373.499999999998
2905,-22201,149,1951,13868.600000000002
2910,-16641,129,2358,16569.699999999997
2915,-21025,145,2364,16800.1
2920,-25921,161,2189,15546.499999999998
2925,-24025,155,1964,14182.500000000005
2930,-23104,152,1978,14660.8
2935,-21904,148,1196,8837.300000000001
2940,-22201,149,821,6816.300000000002
2945,-22201,149,810,6494.799999999999
2950,-21904,148,1069,8511.0
2955,-22201,149,1285,9892.4
2960,-26244,162,1688,13328.600000000002
2965,-24025,155,1581,11977.899999999996
2970,-23104,152,1073,8385.300000000001
2975,-45369,213,1814,13840.500000000007
2980,-45796,214,1777,13418.099999999999
2985,-32761,181,2181,16469.4
2990,-34969,187,2645,19456.199999999997
2995,-27556,166,1924,14338.799999999996
3000,-21609,147,1742,12982.600000000002
3005,-19321,139,1173,8469.0
3010,-17956,134,832,6108.0
3015,-21316,146,1046,7737.900000000002
3020,-22801,151,1255,9245.799999999997
3025,-16129,127,896,6462.799999999998
3030,-16641,129,921,6789.4
